,0
cat__CustomerId_CustomerId_1396,1.2212967160872744e-05
cat__CustomerId_CustomerId_1397,1.2807291663211159e-05
cat__CustomerId_CustomerId_1398,0.0
cat__CustomerId_CustomerId_14,0.0
cat__CustomerId_CustomerId_1400,5.53130486096541e-07
cat__CustomerId_CustomerId_1402,5.0410775153783006e-05
cat__CustomerId_CustomerId_1406,1.3476288215816385e-06
cat__CustomerId_CustomerId_1407,2.405121551649131e-07
cat__CustomerId_CustomerId_1408,3.36990631848239e-08
cat__CustomerId_CustomerId_1409,1.8291794519770965e-07
cat__CustomerId_CustomerId_1410,0.0
cat__CustomerId_CustomerId_1411,4.715785913744336e-05
cat__CustomerId_CustomerId_1413,1.2421122815681437e-07
cat__CustomerId_CustomerId_1414,1.989141374942748e-09
cat__CustomerId_CustomerId_1415,1.2080150238105698e-05
cat__CustomerId_CustomerId_1417,7.853937827010515e-05
cat__CustomerId_CustomerId_1418,2.7970411308495406e-07
cat__CustomerId_CustomerId_1419,1.5316522426575132e-07
cat__CustomerId_CustomerId_1420,1.2674648376020894e-06
cat__CustomerId_CustomerId_1421,4.800574064297715e-06
cat__CustomerId_CustomerId_1422,6.922287797521678e-06
cat__CustomerId_CustomerId_1424,2.466982447426077e-06
cat__CustomerId_CustomerId_1425,9.354419265300882e-07
cat__CustomerId_CustomerId_1426,1.4599688365735165e-06
cat__CustomerId_CustomerId_1427,2.74621234550565e-05
cat__CustomerId_CustomerId_1429,3.7367177900128526e-08
cat__CustomerId_CustomerId_1431,1.3123198960558969e-05
cat__CustomerId_CustomerId_1435,1.8830723643344304e-05
cat__CustomerId_CustomerId_1436,9.931763180643459e-08
cat__CustomerId_CustomerId_1437,3.6170712711581735e-05
cat__CustomerId_CustomerId_1439,3.2900163589143415e-07
cat__CustomerId_CustomerId_1440,3.6491041621837837e-06
cat__CustomerId_CustomerId_1441,8.798623782508456e-06
cat__CustomerId_CustomerId_1442,0.0
cat__CustomerId_CustomerId_1443,8.108939791592118e-05
cat__CustomerId_CustomerId_1444,0.0
cat__CustomerId_CustomerId_1445,1.709993649907559e-05
cat__CustomerId_CustomerId_1447,1.2761884335306484e-06
cat__CustomerId_CustomerId_1449,1.0460080965358207e-05
cat__CustomerId_CustomerId_1450,2.1229546646452597e-06
cat__CustomerId_CustomerId_1451,2.926942513464278e-07
